Society,Marla,Bedrooms,Bathrooms,Garage,Terrace,Kitchens,Drawing Rooms,Age (years),Condition (1-5),Price (PKR),Society_Encoded
Bahria Town (Sector A-D),10,6,6,1,0,3,1,24,4,36128097,5
Bahria Town (Sector A-D),10,5,5,1,1,2,1,3,3,36030985,5
Bahria Town (Sector A-D),20,6,6,3,2,3,2,8,2,83398090,5
Bahria Town (Sector A-D),7,4,3,1,1,1,1,26,2,29863649,5
Bahria Town (Sector A-D),3,2,1,0,0,1,0,21,4,11303375,5
Bahria Town (Sector A-D),15,6,5,3,1,2,2,0,5,55496901,5
Bahria Town (Sector A-D),7,4,3,1,1,2,1,6,5,31606764,5
Bahria Town (Sector A-D),10,5,4,1,1,2,1,13,3,40820143,5
Bahria Town (Sector A-D),3,2,2,0,0,1,0,26,4,10831780,5
Bahria Town (Sector A-D),7,5,5,2,1,2,1,15,5,28923123,5
Bahria Town (Sector A-D),20,4,4,2,2,3,2,12,1,69304407,5
Bahria Town (Sector A-D),7,4,4,2,1,3,1,9,1,27873473,5
Bahria Town (Sector A-D),20,5,4,2,1,3,2,23,4,81653801,5
Bahria Town (Sector A-D),10,5,5,1,1,2,1,3,4,36475841,5
Bahria Town (Sector A-D),5,4,3,1,1,2,1,6,4,19480988,5
Bahria Town (Sector A-D),5,4,3,1,0,1,1,8,2,22194979,5
Bahria Town (Sector A-D),10,6,6,1,1,2,1,28,2,39977167,5
Bahria Town (Sector A-D),5,4,3,1,1,3,1,4,1,19998372,5
Bahria Town (Sector A-D),10,4,4,1,1,1,1,4,2,41849924,5
Bahria Town (Sector A-D),10,6,6,1,1,3,1,6,3,44266361,5
Bahria Town (Sector A-D),5,4,3,1,1,3,1,26,1,21492370,5
Bahria Town (Sector A-D),20,7,6,2,1,3,2,26,5,77966125,5
Bahria Town (Sector A-D),20,7,7,2,1,3,3,25,4,72455684,5
Bahria Town (Sector A-D),5,4,4,0,1,3,1,24,2,21266688,5
Bahria Town (Sector A-D),5,4,3,0,0,2,1,24,5,21341381,5
Bahria Town (Sector A-D),10,6,5,1,1,3,1,9,1,39788529,5
Bahria Town (Sector A-D),10,5,4,1,0,2,1,28,3,39373316,5
Bahria Town (Sector A-D),5,2,1,1,1,1,1,26,4,21211629,5
Bahria Town (Sector A-D),20,4,3,2,2,3,1,26,4,73094202,5
Bahria Town (Sector A-D),5,3,3,1,1,2,1,17,5,21325359,5
Bahria Town (Sector A-D),3,2,2,0,0,1,0,10,3,11507304,5
Bahria Town (Sector A-D),10,6,6,1,1,3,1,20,3,40946641,5
Bahria Town (Sector A-D),5,4,4,0,1,2,1,19,3,19902342,5
Bahria Town (Sector A-D),10,6,6,1,1,2,1,16,4,39566420,5
Bahria Town (Sector A-D),15,6,6,1,1,2,1,0,2,61545580,5
Bahria Town (Sector A-D),3,2,2,0,0,1,0,22,3,11469331,5
Bahria Town (Sector A-D),3,3,3,0,1,1,0,28,5,12987959,5
Bahria Town (Sector A-D),5,2,2,1,1,1,1,1,5,19621269,5
Bahria Town (Sector A-D),3,2,2,0,1,1,0,7,5,13357343,5
Bahria Town (Sector A-D),5,4,3,0,0,1,1,6,3,20224430,5
Bahria Town (Sector A-D),15,6,5,2,1,2,2,28,4,58502721,5
Bahria Town (Sector A-D),20,4,4,2,1,3,1,12,5,76827963,5
Bahria Town (Sector A-D),3,3,3,0,0,1,0,13,5,11638529,5
Bahria Town (Sector A-D),15,4,3,2,1,3,1,3,4,53471417,5
Bahria Town (Sector A-D),10,5,5,2,1,1,1,13,4,41578460,5
Bahria Town (Sector A-D),20,5,4,1,1,3,3,0,2,78693000,5
Bahria Town (Sector A-D),3,3,2,0,0,1,0,4,2,11108087,5
Bahria Town (Sector A-D),5,3,2,1,1,1,1,29,3,19182799,5
Bahria Town (Sector A-D),5,2,2,1,1,1,1,22,4,19008385,5
Bahria Town (Sector A-D),7,4,3,1,1,3,1,23,4,27216235,5
Bahria Town (Sector E-F),3,2,1,0,0,1,0,28,2,8610127,6
Bahria Town (Sector E-F),5,3,3,1,1,1,1,27,4,17106512,6
Bahria Town (Sector E-F),3,3,2,0,0,2,0,19,1,10755331,6
Bahria Town (Sector E-F),20,7,6,2,2,2,1,5,3,68029819,6
Bahria Town (Sector E-F),10,6,6,1,1,3,1,9,1,37206330,6
Bahria Town (Sector E-F),3,3,2,0,0,2,0,19,2,10096576,6
Bahria Town (Sector E-F),5,3,2,1,1,2,1,0,3,17787458,6
Bahria Town (Sector E-F),10,5,5,2,1,2,1,19,2,36883716,6
Bahria Town (Sector E-F),5,3,2,0,0,1,1,22,5,16856700,6
Bahria Town (Sector E-F),7,4,3,1,1,1,1,16,3,26055978,6
Bahria Town (Sector E-F),5,2,2,0,0,2,1,28,3,15006553,6
Bahria Town (Sector E-F),10,4,3,1,1,3,1,9,2,34753773,6
Bahria Town (Sector E-F),5,3,2,0,1,1,1,6,4,16333448,6
Bahria Town (Sector E-F),7,4,4,2,1,2,1,3,4,28127281,6
Bahria Town (Sector E-F),3,2,1,0,1,1,0,6,1,9378667,6
Bahria Town (Sector E-F),10,5,5,1,1,2,1,4,3,36147302,6
Bahria Town (Sector E-F),3,3,2,0,0,1,0,0,2,10964803,6
Bahria Town (Sector E-F),7,4,4,2,1,3,1,4,4,27277440,6
Bahria Town (Sector E-F),5,2,2,1,0,1,1,18,1,16830993,6
Bahria Town (Sector E-F),15,4,3,3,2,3,2,2,1,53578534,6
Bahria Town (Sector E-F),5,2,2,0,0,1,1,26,1,14506043,6
Bahria Town (Sector E-F),20,4,3,1,1,3,1,8,5,64905036,6
Bahria Town (Sector E-F),7,3,3,1,1,1,1,27,4,24521823,6
Bahria Town (Sector E-F),5,4,3,0,0,2,1,17,2,15351312,6
Bahria Town (Sector E-F),5,4,4,1,0,1,1,19,2,18710657,6
Bahria Town (Sector E-F),20,5,4,2,1,3,1,0,5,65301274,6
Bahria Town (Sector E-F),5,4,4,0,0,1,1,1,5,17988607,6
Bahria Town (Sector E-F),10,6,6,1,1,2,1,14,1,33906864,6
Bahria Town (Sector E-F),5,4,3,1,0,1,1,10,4,19149591,6
Bahria Town (Sector E-F),7,3,2,1,2,2,1,8,4,24949000,6
Bahria Town (Sector E-F),20,5,4,2,2,3,2,0,5,63725159,6
Bahria Town (Sector E-F),15,6,6,2,2,2,1,14,3,52897806,6
Bahria Town (Sector E-F),5,2,1,0,0,1,1,29,1,14719066,6
Bahria Town (Sector E-F),15,6,5,2,1,3,1,15,1,52178487,6
Bahria Town (Sector E-F),10,4,4,1,1,1,1,7,3,34604469,6
Bahria Town (Sector E-F),3,3,3,1,0,1,0,3,5,11370991,6
Bahria Town (Sector E-F),5,2,1,0,0,1,1,20,2,16710487,6
Bahria Town (Sector E-F),7,4,3,1,1,3,1,4,1,22218781,6
Bahria Town (Sector E-F),3,3,3,1,0,1,0,5,4,11280785,6
Bahria Town (Sector E-F),5,3,3,1,1,1,1,19,2,17705031,6
Bahria Town (Sector E-F),5,3,2,0,0,1,1,28,3,17210456,6
Bahria Town (Sector E-F),10,5,5,2,1,3,1,16,3,34380209,6
Bahria Town (Sector E-F),20,7,7,1,2,2,1,7,4,71500928,6
Bahria Town (Sector E-F),10,5,4,2,0,1,1,19,4,36810289,6
Bahria Town (Sector E-F),7,3,3,1,1,3,1,25,2,22030523,6
Bahria Town (Sector E-F),7,5,4,2,1,2,1,27,5,25294490,6
Bahria Town (Sector E-F),10,3,2,1,1,3,1,19,1,34499845,6
Bahria Town (Sector E-F),5,2,1,1,0,1,1,16,3,16567729,6
Bahria Town (Sector E-F),3,3,2,0,0,1,0,16,3,10114055,6
Bahria Town (Sector E-F),5,3,3,1,1,2,1,29,1,18784288,6
Bahria Town (Sector E-F),7,5,4,1,1,2,1,23,1,24726395,6
Bahria Town (Sector E-F),7,5,4,2,1,1,1,18,2,25532308,6
Wapda Town,20,5,5,3,1,3,3,21,5,77376960,48
Wapda Town,5,3,3,0,1,1,1,14,1,17669382,48
Wapda Town,10,5,5,1,1,2,1,16,5,38506818,48
Wapda Town,5,2,2,1,0,2,1,29,4,17083635,48
Wapda Town,3,2,2,0,0,1,0,20,1,10748898,48
Wapda Town,3,3,2,0,0,1,0,18,1,10712105,48
Wapda Town,7,5,5,2,1,3,1,3,3,29046411,48
Wapda Town,5,3,3,1,1,1,1,17,4,17861584,48
Wapda Town,15,4,3,2,1,2,1,29,1,53795189,48
Wapda Town,10,4,4,1,1,1,1,4,1,38599429,48
Wapda Town,7,4,3,1,1,2,1,13,1,25199769,48
Wapda Town,7,5,4,1,1,1,1,23,3,25493586,48
Wapda Town,5,3,3,1,0,1,1,3,5,19147327,48
Wapda Town,5,4,3,1,1,2,1,22,4,19280016,48
Wapda Town,7,5,4,1,1,2,1,14,2,24146592,48
Wapda Town,3,3,2,0,0,2,0,9,5,12111321,48
Wapda Town,3,3,3,1,0,1,0,13,4,13264661,48
Wapda Town,5,4,4,1,1,2,1,15,5,19744276,48
Wapda Town,10,5,5,1,0,3,1,4,4,38517821,48
Wapda Town,3,3,3,0,1,1,0,7,4,12509793,48
Wapda Town,10,4,3,2,0,1,1,29,2,38385500,48
Wapda Town,5,3,2,1,0,2,1,21,2,19690735,48
Wapda Town,5,4,4,1,1,2,1,0,5,21590291,48
Wapda Town,5,2,2,1,1,1,1,12,5,19425991,48
Wapda Town,10,3,2,2,2,3,1,14,3,36938477,48
Wapda Town,7,3,3,2,0,2,1,27,5,27097571,48
Wapda Town,10,5,5,2,1,3,1,25,5,37338721,48
Wapda Town,15,6,6,2,1,3,2,13,2,50914407,48
Wapda Town,7,3,2,1,1,1,1,3,2,25317309,48
Wapda Town,7,4,4,1,1,3,1,2,3,26602271,48
Wapda Town,7,3,2,2,1,1,1,4,3,26340617,48
Wapda Town,5,4,3,1,1,2,1,13,1,20967801,48
Wapda Town,5,4,4,1,0,2,1,6,2,17988436,48
Wapda Town,5,3,2,1,0,1,1,24,1,19309942,48
Wapda Town,20,4,4,2,1,2,2,28,1,68953072,48
Wapda Town,10,6,5,1,0,3,1,27,2,36012078,48
Wapda Town,5,2,2,1,0,1,1,14,2,19013337,48
Wapda Town,20,6,5,2,1,3,1,14,2,64963962,48
Wapda Town,5,2,2,1,1,1,1,9,3,18931717,48
Wapda Town,3,2,1,0,0,1,0,10,1,10344043,48
Iqbal Town,5,4,3,0,0,3,1,13,2,18849949,25
Iqbal Town,20,5,4,1,1,3,2,12,1,81657352,25
Iqbal Town,10,3,2,1,2,1,1,8,1,38811284,25
Iqbal Town,5,4,3,1,1,3,1,5,1,19425460,25
Iqbal Town,10,4,3,2,1,2,1,28,2,40273260,25
Iqbal Town,5,3,2,1,1,2,1,19,2,21740484,25
Iqbal Town,5,2,1,0,0,1,1,15,3,17806780,25
Iqbal Town,3,2,1,0,0,1,0,23,1,9953311,25
Iqbal Town,7,3,2,2,0,2,1,21,2,28643733,25
Iqbal Town,5,3,3,0,1,1,1,2,5,18647148,25
Iqbal Town,20,7,7,3,1,2,3,3,1,78152078,25
Iqbal Town,5,2,1,1,1,1,1,26,5,20615970,25
Iqbal Town,3,3,2,1,0,1,0,25,1,13048076,25
Iqbal Town,5,3,3,1,1,2,1,10,5,20055109,25
Iqbal Town,10,3,3,2,1,3,1,15,3,40979561,25
Iqbal Town,10,5,4,1,0,2,1,23,3,37264357,25
Iqbal Town,5,4,4,1,1,2,1,17,5,21928952,25
Iqbal Town,10,5,5,1,2,1,1,29,5,37257423,25
Iqbal Town,10,4,3,2,1,1,1,26,2,40510110,25
Iqbal Town,5,3,3,1,1,1,1,29,5,20999337,25
Iqbal Town,7,5,4,1,0,2,1,25,4,27637150,25
Iqbal Town,5,2,2,1,1,2,1,2,5,19789375,25
Iqbal Town,5,4,4,0,1,3,1,18,5,20216567,25
Iqbal Town,5,4,3,1,1,2,1,0,3,20222944,25
Iqbal Town,7,5,4,2,1,2,1,28,1,27727424,25
Iqbal Town,5,3,2,0,0,1,1,0,3,20546760,25
Iqbal Town,10,6,6,2,0,3,1,8,2,38611194,25
Iqbal Town,10,3,3,2,1,1,1,19,5,38060636,25
Iqbal Town,20,5,4,2,1,3,1,16,4,77825321,25
Iqbal Town,10,3,3,2,0,3,1,24,1,38346263,25
Iqbal Town,10,4,4,2,1,2,1,19,2,41420274,25
Iqbal Town,3,2,1,0,1,2,0,4,3,13112691,25
Iqbal Town,20,6,5,2,1,3,2,6,1,81380472,25
Iqbal Town,5,4,3,1,1,1,1,4,2,19962248,25
Iqbal Town,10,5,4,2,1,3,1,19,5,40588009,25
Iqbal Town,20,5,5,2,1,3,3,2,4,74636923,25
Iqbal Town,7,5,4,2,1,2,1,1,1,28417005,25
Iqbal Town,15,5,5,2,1,2,1,10,1,61639390,25
Iqbal Town,10,5,4,1,1,1,1,24,1,41266311,25
Iqbal Town,10,6,5,2,2,2,1,27,1,38651831,25
Iqbal Town,15,6,6,3,1,3,2,16,5,59614949,25
Iqbal Town,5,2,1,1,1,2,1,13,3,20755319,25
Iqbal Town,5,4,4,1,0,3,1,24,4,18915845,25
Iqbal Town,5,3,3,1,0,1,1,3,3,22160401,25
Iqbal Town,7,5,4,2,1,2,1,8,1,27319926,25
Iqbal Town,7,3,3,1,1,2,1,0,1,27629040,25
Iqbal Town,20,4,4,3,2,2,2,2,2,84703193,25
Iqbal Town,5,4,3,1,0,2,1,17,5,21543414,25
Iqbal Town,5,4,3,1,1,1,1,15,1,22046012,25
Iqbal Town,7,3,2,1,2,2,1,24,5,30448525,25
Iqbal Town,10,3,3,1,1,2,1,23,4,35604559,25
Iqbal Town,7,3,3,1,0,3,1,1,3,29691386,25
Muslim Town,3,3,2,0,0,1,0,9,1,13386317,32
Muslim Town,3,2,1,0,1,1,0,22,4,12543724,32
Muslim Town,10,6,5,1,2,3,1,12,3,46426623,32
Muslim Town,5,2,2,1,0,1,1,6,5,20892598,32
Muslim Town,5,3,3,0,1,1,1,15,5,20858838,32
Muslim Town,10,3,3,2,1,3,1,3,2,46705158,32
Muslim Town,7,3,3,1,2,2,1,6,4,31943183,32
Muslim Town,7,3,2,2,1,1,1,27,1,30511624,32
Muslim Town,10,5,5,2,1,1,1,8,3,42903759,32
Muslim Town,10,6,6,1,2,2,1,13,3,44250962,32
Muslim Town,10,5,4,1,0,2,1,18,1,37285439,32
Muslim Town,5,3,2,1,0,1,1,26,2,19394493,32
Muslim Town,10,5,4,1,0,3,1,21,5,45567188,32
Muslim Town,3,2,2,0,0,2,0,7,4,13907989,32
Muslim Town,5,3,2,1,1,1,1,26,3,22482986,32
Muslim Town,3,3,2,0,0,2,0,18,2,12567853,32
Muslim Town,5,2,1,1,0,2,1,8,4,19898247,32
Muslim Town,7,3,2,2,1,1,1,17,2,28730198,32
Muslim Town,10,6,6,1,1,2,1,6,1,43110258,32
Muslim Town,10,5,5,1,1,2,1,28,1,40022577,32
Muslim Town,20,6,6,2,2,3,2,1,4,90206675,32
Muslim Town,3,3,3,0,0,1,0,12,5,13563748,32
Muslim Town,5,2,1,1,1,1,1,19,1,18989785,32
Muslim Town,20,6,6,2,1,3,2,9,5,80091033,32
Muslim Town,5,4,3,0,1,2,1,2,2,20633480,32
Muslim Town,3,3,2,0,0,1,0,26,4,12585049,32
Muslim Town,10,5,5,1,2,2,1,6,2,43736285,32
Muslim Town,15,7,7,1,1,3,1,19,2,66256962,32
Muslim Town,3,2,2,0,0,1,0,29,1,11252943,32
Muslim Town,7,5,4,2,0,3,1,14,5,32655731,32
Muslim Town,15,7,6,1,1,3,2,6,4,60591076,32
Muslim Town,7,4,3,1,1,1,1,10,3,29799992,32
Muslim Town,5,3,3,1,0,2,1,11,2,21421682,32
Muslim Town,20,4,4,2,2,3,3,1,5,85849159,32
Muslim Town,5,2,1,1,1,1,1,16,4,22036945,32
Muslim Town,7,5,4,1,2,1,1,15,1,31024136,32
Muslim Town,15,7,7,2,2,2,2,11,5,70061774,32
Muslim Town,10,5,5,1,1,3,1,0,3,41471868,32
Muslim Town,5,4,4,0,1,3,1,5,3,22489387,32
Muslim Town,3,2,2,0,0,1,0,12,3,12565962,32
Muslim Town,5,4,3,1,0,2,1,18,1,20587787,32
Muslim Town,15,6,6,2,1,3,2,22,5,69799020,32
Township,5,4,4,1,1,2,1,14,2,18017790,46
Township,5,2,2,1,1,2,1,13,2,17950082,46
Township,5,4,4,0,1,2,1,2,2,18215581,46
Township,20,6,5,2,1,3,1,28,4,55537738,46
Township,5,3,3,1,1,1,1,29,3,15823820,46
Township,3,3,3,1,0,1,0,20,1,10664308,46
Township,10,5,5,1,1,3,1,19,2,30933634,46
Township,15,4,3,2,1,3,1,11,3,44804601,46
Township,5,3,3,0,1,1,1,17,4,16955694,46
Township,5,4,4,1,0,2,1,23,4,17950869,46
Township,5,4,4,0,1,1,1,12,4,15868269,46
Township,10,5,4,1,1,2,1,11,5,30390362,46
Township,5,3,3,1,1,1,1,4,4,16380679,46
Township,7,4,4,1,1,2,1,24,5,25040902,46
Township,15,6,5,2,2,3,2,16,1,45670166,46
Township,3,2,2,0,0,1,0,2,1,9940449,46
Township,5,2,2,0,1,2,1,12,4,15657935,46
Township,5,2,2,0,1,2,1,19,4,17248695,46
Township,5,2,1,0,1,1,1,15,1,14239105,46
Township,5,4,3,1,0,2,1,22,1,15653205,46
Township,10,5,4,1,1,2,1,26,1,33134966,46
Township,10,3,2,1,1,2,1,5,2,29326046,46
Township,5,2,1,0,1,1,1,10,5,17095658,46
Township,7,4,4,1,1,2,1,11,1,20943214,46
Township,15,6,5,1,1,3,2,17,2,44845337,46
Township,20,4,3,2,1,3,3,21,1,64081097,46
Township,20,4,4,3,1,3,1,25,1,65453816,46
Township,5,2,1,1,1,1,1,19,5,15806017,46
Township,10,3,2,1,2,1,1,9,5,32573524,46
Township,5,2,2,0,0,2,1,26,1,13985451,46
Township,10,6,5,2,0,3,1,19,3,34237055,46
Township,5,4,3,1,1,2,1,24,1,16871844,46
Township,5,4,3,0,1,2,1,28,3,16675560,46
Township,10,4,3,1,1,1,1,5,1,29535640,46
Township,10,3,2,1,0,1,1,10,3,28669797,46
Township,5,2,1,0,1,1,1,27,2,13549415,46
Township,5,3,3,0,0,1,1,15,5,15205967,46
Township,10,5,4,1,1,2,1,4,5,31836062,46
Township,10,3,2,2,1,2,1,9,4,35113829,46
Township,20,4,3,2,1,3,2,11,5,63907791,46
Township,15,5,4,1,2,2,1,24,2,50462190,46
Township,10,5,4,1,1,2,1,24,5,32575062,46
Township,3,3,3,0,1,2,0,21,2,9149032,46
Township,5,3,3,1,1,1,1,4,5,17781805,46
Township,20,7,7,3,2,3,1,25,1,69036855,46
Township,10,6,6,1,0,3,1,11,4,31351967,46
Township,10,6,5,1,1,3,1,21,2,29789187,46
Township,3,3,3,0,0,1,0,23,1,9095552,46
Township,3,2,1,1,1,1,0,5,2,11093719,46
Township,5,2,1,1,1,1,1,9,4,17150471,46
Township,3,2,2,0,1,1,0,28,2,8772271,46
Township,3,3,3,0,0,1,0,11,1,8982556,46
Township,5,4,3,1,1,2,1,26,2,17508336,46
Township,15,6,5,3,1,2,2,11,3,44614875,46
EME Society,7,3,2,1,1,3,1,11,5,26355538,17
EME Society,7,4,3,1,1,1,1,9,2,23810145,17
EME Society,5,4,4,1,1,2,1,15,4,17426698,17
EME Society,3,3,3,1,0,1,0,11,2,11493434,17
EME Society,15,6,5,3,1,3,2,18,3,55698783,17
EME Society,7,5,5,2,1,3,1,19,5,26564652,17
EME Society,10,4,4,2,1,2,1,18,1,34054156,17
EME Society,10,3,3,1,1,2,1,9,3,31512878,17
EME Society,10,6,6,1,0,3,1,22,4,36574318,17
EME Society,10,4,3,2,1,3,1,18,5,31942001,17
EME Society,20,7,7,2,2,3,1,15,5,67097064,17
EME Society,20,4,4,2,1,3,2,17,4,63558550,17
EME Society,7,5,4,1,1,3,1,25,4,27024826,17
EME Society,5,4,3,1,0,3,1,13,4,17331183,17
EME Society,3,2,1,0,0,1,0,12,1,8509865,17
EME Society,10,3,2,1,1,3,1,13,5,33183459,17
EME Society,3,2,1,0,0,1,0,12,1,9472633,17
EME Society,5,3,3,1,1,1,1,0,2,18852295,17
EME Society,5,4,4,1,1,3,1,14,1,17470269,17
EME Society,15,7,6,2,2,3,1,22,3,56105938,17
EME Society,5,4,4,1,1,2,1,0,4,18362638,17
EME Society,7,3,2,2,1,2,1,21,1,25824523,17
EME Society,5,2,1,1,0,2,1,14,4,17879464,17
EME Society,10,5,4,1,1,3,1,3,4,36679206,17
EME Society,15,4,4,3,1,3,2,20,1,47168442,17
EME Society,5,4,4,1,1,2,1,28,3,19235620,17
EME Society,3,2,1,1,0,1,0,18,2,10199321,17
EME Society,15,6,6,1,1,2,2,19,5,46762049,17
EME Society,7,5,5,1,0,2,1,15,1,24495590,17
EME Society,5,2,1,1,0,1,1,16,3,17708389,17
EME Society,7,5,4,1,2,3,1,1,4,27043144,17
EME Society,15,5,4,3,1,3,2,19,4,47331213,17
EME Society,20,4,4,2,1,3,1,14,2,65855503,17
EME Society,10,3,3,1,2,1,1,24,4,33385428,17
EME Society,7,4,3,2,1,1,1,27,1,24069307,17
EME Society,5,3,2,1,0,1,1,20,2,17541716,17
EME Society,5,3,2,1,1,2,1,16,1,17561149,17
EME Society,15,4,4,2,2,3,1,5,4,51728064,17
EME Society,10,3,3,2,0,1,1,21,1,33949229,17
EME Society,7,5,4,2,0,3,1,24,3,24047629,17
EME Society,10,6,6,1,2,2,1,1,2,38269656,17
EME Society,5,3,2,1,1,1,1,20,5,19774654,17
EME Society,5,2,2,1,0,1,1,28,1,17543415,17
EME Society,5,4,3,1,0,1,1,5,5,17538025,17
EME Society,15,6,6,2,2,3,1,23,5,50576089,17
EME Society,7,3,3,1,1,3,1,6,1,25347802,17
EME Society,5,4,3,1,0,2,1,1,2,17921146,17
Sui Gas Society,7,5,4,1,2,2,1,18,3,25820696,44
Sui Gas Society,7,4,3,1,0,2,1,22,2,28106085,44
Sui Gas Society,20,5,5,2,1,3,1,18,4,68445298,44
Sui Gas Society,5,4,3,1,1,3,1,14,1,19832541,44
Sui Gas Society,10,6,5,1,1,3,1,0,4,35645665,44
Sui Gas Society,10,4,4,1,0,2,1,2,4,40867244,44
Sui Gas Society,7,3,2,1,1,2,1,24,1,25098317,44
Sui Gas Society,7,5,4,1,0,3,1,4,2,27664817,44
Sui Gas Society,10,6,6,2,1,3,1,0,4,42167485,44
Sui Gas Society,15,4,3,2,2,3,2,29,4,60237977,44
Sui Gas Society,10,3,2,1,1,2,1,12,3,39026756,44
Sui Gas Society,5,2,2,1,0,1,1,7,5,19955347,44
Sui Gas Society,10,5,4,1,0,2,1,11,1,34677083,44
Sui Gas Society,5,4,4,0,1,1,1,21,1,17881835,44
Sui Gas Society,20,5,5,2,1,2,1,29,5,77800140,44
Sui Gas Society,5,3,3,1,1,1,1,20,1,18379853,44
Sui Gas Society,5,4,4,1,0,2,1,5,5,20163831,44
Sui Gas Society,5,3,2,1,0,1,1,19,4,18661458,44
Sui Gas Society,10,5,5,1,1,2,1,20,3,39482833,44
Sui Gas Society,15,4,3,1,2,3,1,23,2,55042073,44
Sui Gas Society,7,4,4,2,1,2,1,11,2,28891085,44
Sui Gas Society,10,6,5,1,1,3,1,27,5,39645648,44
Sui Gas Society,3,3,2,0,0,2,0,20,4,11058822,44
Sui Gas Society,7,5,5,1,1,3,1,7,2,27889066,44
Sui Gas Society,5,2,1,1,1,1,1,11,3,17638858,44
Sui Gas Society,10,3,3,1,1,3,1,29,5,34094305,44
Sui Gas Society,10,4,3,1,2,3,1,3,2,36154887,44
Sui Gas Society,7,4,4,1,0,1,1,21,5,24473611,44
Sui Gas Society,10,6,5,1,1,3,1,27,1,37798380,44
Sui Gas Society,5,3,2,1,1,1,1,13,5,20014683,44
Sui Gas Society,10,3,3,1,2,1,1,11,2,33967195,44
Sui Gas Society,20,6,6,1,1,3,3,12,2,79862993,44
Sui Gas Society,20,6,5,2,1,3,2,23,4,72488744,44
Sui Gas Society,5,4,3,0,0,2,1,0,5,21501261,44
Sui Gas Society,5,2,1,1,1,1,1,15,3,20900857,44
Sui Gas Society,10,6,6,1,1,3,1,7,2,35307957,44
Sui Gas Society,15,4,4,3,2,2,2,15,1,52094937,44
Sui Gas Society,10,6,6,1,1,3,1,13,1,35811869,44
Sui Gas Society,20,7,7,2,1,3,1,19,5,77555235,44
Sui Gas Society,5,4,3,1,1,2,1,22,5,22296379,44
Sui Gas Society,10,5,5,1,1,3,1,29,5,35934972,44
Sui Gas Society,10,4,4,2,0,2,1,4,2,37150098,44
Sui Gas Society,10,5,5,1,1,1,1,24,1,38782868,44
Lake City,7,4,3,1,0,1,1,14,1,17445661,29
Lake City,5,2,2,1,1,1,1,6,4,12849357,29
Lake City,10,6,5,1,1,3,1,27,3,28487490,29
Lake City,15,4,4,2,1,2,2,27,4,40572911,29
Lake City,10,6,6,1,0,3,1,14,4,27497240,29
Lake City,7,4,3,1,1,3,1,8,3,17462182,29
Lake City,10,6,5,1,1,2,1,12,3,27675087,29
Lake City,10,4,3,1,1,2,1,18,4,25183383,29
Lake City,5,3,3,1,1,1,1,29,5,12439712,29
Lake City,5,3,2,1,0,1,1,12,2,12042777,29
Lake City,15,4,3,2,1,3,1,17,2,36284706,29
Lake City,10,4,3,1,1,2,1,1,2,24364008,29
Lake City,5,3,2,1,0,1,1,17,3,14196970,29
Lake City,15,7,7,2,1,3,2,21,5,42472418,29
Lake City,5,4,3,0,1,2,1,21,3,13087051,29
Lake City,10,6,5,2,1,2,1,12,5,26216520,29
Lake City,10,4,4,1,1,1,1,27,3,25571836,29
Lake City,7,4,4,1,1,2,1,20,1,18313089,29
Lake City,20,7,7,2,2,3,2,9,2,54721923,29
Lake City,10,4,4,1,1,2,1,28,4,25485613,29
Lake City,7,3,3,1,1,2,1,26,4,17309599,29
Lake City,5,3,3,1,1,1,1,12,3,13542794,29
Lake City,10,6,6,2,1,2,1,27,4,25625049,29
Lake City,10,5,4,1,1,2,1,17,4,25951713,29
Lake City,10,4,3,1,1,3,1,29,1,22737834,29
Lake City,15,6,6,1,2,3,2,12,4,35520211,29
Lake City,20,4,4,2,1,2,3,13,1,52828017,29
Lake City,15,4,4,1,1,2,1,13,5,33213573,29
Lake City,10,3,3,1,1,2,1,18,5,22591213,29
Lake City,7,5,5,1,1,2,1,8,3,18364141,29
Lake City,5,2,2,1,1,1,1,19,2,13849628,29
Lake City,15,6,5,2,2,3,2,9,4,39676175,29
Lake City,7,5,5,1,1,2,1,21,3,18717939,29
Lake City,5,3,3,1,0,1,1,10,3,14516081,29
Lake City,15,4,3,1,1,2,1,3,3,39525556,29
Lake City,7,4,3,1,1,2,1,2,3,19800445,29
Lake City,5,4,3,1,0,3,1,10,4,13124399,29
Lake City,7,4,4,2,1,3,1,20,2,19241686,29
Lake City,5,2,2,1,1,2,1,27,4,12546115,29
Lake City,15,5,4,2,2,3,1,22,5,38087517,29
Lake City,10,5,4,2,0,2,1,15,5,28581043,29
Lake City,5,3,2,1,1,2,1,22,5,14655751,29
Lake City,20,7,6,2,2,3,3,15,1,54584947,29
Lake City,15,4,3,2,1,3,1,12,5,37679304,29
Lake City,7,3,2,2,2,1,1,5,3,20852684,29
Lake City,3,3,3,0,1,2,0,23,5,8115377,29
Lake City,10,4,3,2,1,3,1,4,3,26524221,29
Lake City,20,7,7,2,2,3,2,17,3,54226693,29
Lake City,10,4,4,1,2,2,1,18,2,24803137,29
Lake City,15,6,6,2,1,2,1,4,5,40184667,29
Lake City,5,3,2,1,0,2,1,28,3,13975415,29
Lake City,10,4,3,2,1,1,1,24,5,25209346,29
Lake City,7,5,4,1,1,2,1,27,5,20212037,29
Lake City,15,7,6,3,2,3,1,24,5,37232385,29
Lake City,5,4,3,1,1,3,1,9,4,15417359,29
